index,time,IP,PD,GWfr,GWfr_avg,FIR,TDAI,WP,LHD_label,ELM_label
3057,3.328,-1531924.24999998,3807737405737.18,0.147359169784601,0.147359169784601,7.82065921939437e+18,3807737405737.18,232260.631923808,1,1
3058,3.3286,-1531814,3781122758714.13,0.146236606553161,0.146236606553161,7.76096720687285e+18,3781122758714.13,232689.050118094,1,1
3059,3.3292,-1531586.62500001,4417061337575.27,0.145296220536635,0.145296220536635,7.71036749748118e+18,4417061337575.27,233117.46831238,1,1
3060,3.3298,-1531630.31249998,3636151714066.98,0.144394866176546,0.144394866176546,7.66233292420656e+18,3636151714066.98,233545.886506666,1,1
3061,3.3304,-1533155.24999999,5619719913118.68,0.143543335885887,0.143543335885887,7.6175727576998e+18,5619719913118.68,233112.337709926,1,1
3062,3.331,-1533207.125,3101815462801.06,0.142775838041614,0.142775838041614,7.57805492827626e+18,3101815462801.06,232241.859541987,1,1
3063,3.3316,-1533243.625,3825669615099.16,0.142069105775425,0.142069105775425,7.54217048765215e+18,3825669615099.16,231371.381374047,1,1
3064,3.3322,-1532772.8125,3894709729523.64,0.141635108699374,0.141635108699374,7.52221666314039e+18,3894709729523.64,230436.105648858,1,1
3065,3.3328,-1532561.56250011,3210276491929.47,0.14140428054091,0.14140428054091,7.51377042288588e+18,3210276491929.47,229370.520305346,1,1
3066,3.3334,-1536018.99999999,3173096570955.85,0.141404917806663,0.141404917806663,7.51843449450119e+18,3173096570955.85,228304.934961835,1,1
3067,3.334,-1534231.06249998,3152569828535.64,0.141759707993078,0.141759707993078,7.54117219841616e+18,3152569828535.64,227241.174351141,1,1
3068,3.3346,-1534127.50000001,3424653259318.34,0.142253153744638,0.142253153744638,7.57097414634158e+18,3424653259318.34,229165.231267171,1,1
3069,3.3352,-1531608.56250001,2922404604511.01,0.143048649807142,0.143048649807142,7.61611560873019e+18,2922404604511.01,231089.288183202,1,1
3070,3.3358,-1534036.56250003,3495709819588.11,0.143931081138709,0.143931081138709,7.66416951854057e+18,3495709819588.11,233013.345099233,1,1
3071,3.3364,-1534229.875,3804879443975.88,0.14491660843598,0.14491660843598,7.71567728065668e+18,3804879443975.88,232363.045577148,1,1
3072,3.337,-1534278.37500006,4217429048636.08,0.145879495069844,0.145879495069844,7.76318116138354e+18,4217429048636.08,230439.657600004,1,1
3073,3.3376,-1533294.43749998,3316758989956.15,0.146819908113957,0.146819908113957,7.80955616649077e+18,3316758989956.15,228516.269622861,1,1
3074,3.3382,-1534382.25,1979990209638.33,0.147637075785612,0.147637075785612,7.8550781635218e+18,1979990209638.33,228592.177404571,1,1
3075,3.3388,-1534874.99999994,2764228668873.49,0.148414790281895,0.148414790281895,7.90133521319445e+18,2764228668873.49,232704.436335869,1,1
3076,3.3394,-1534682.4375,2838708924924.95,0.149147400320573,0.149147400320573,7.94843260462413e+18,2838708924924.95,236816.695267166,1,1
3077,3.34,-1534532.25,3235124133133.18,0.149856880076047,0.149856880076047,7.98996584495504e+18,3235124133133.18,240928.954198466,1,1
3078,3.3406,-1534936.1875,3349352433634,0.150540601471461,0.150540601471461,8.02842290069924e+18,3349352433634,238970.421770997,1,1
3079,3.3412,-1533996.68750001,2484935737998.25,0.151073637055343,0.151073637055343,8.05440753425635e+18,2484935737998.25,237010.345068706,1,1
3080,3.3418,-1534882.625,2842804811461.26,0.151522545483683,0.151522545483683,8.07529209486303e+18,2842804811461.26,235050.268366416,1,1
3081,3.3424,-1535393.9375,2094934948641.63,0.151873869960639,0.151873869960639,8.09026078600231e+18,2094934948641.63,233515.110948574,1,1
3082,3.343,-1534666.31250002,3095194924111.17,0.152092994820535,0.152092994820535,8.09723648880769e+18,3095194924111.17,232190.909257146,1,1
3083,3.3436,-1534141.68750001,3688430652039.67,0.1522451073122,0.1522451073122,8.10068069306583e+18,3688430652039.67,230866.707565717,1,1
3084,3.3442,-1536268.87499999,2242582560758.87,0.152085805853192,0.152085805853192,8.09035005521594e+18,2242582560758.87,229483.160977102,1,1
3085,3.3448,-1536847.06249999,3888381563194.18,0.151781238402187,0.151781238402187,8.07372411834916e+18,3888381563194.18,227979.334900767,1,1
3086,3.3454,-1535454.4375,3259756502759.17,0.151333633864817,0.151333633864817,8.05089947511767e+18,3259756502759.17,226475.50882443,1,1
3087,3.346,-1536754.43749997,1542890859348.82,0.150706277545185,0.150706277545185,8.02016571385461e+18,1542890859348.82,224971.682748095,1,1
3088,3.3466,-1536477.50000003,2753661404234.71,0.150000841479212,0.150000841479212,7.98594635621621e+18,2753661404234.71,226295.244213738,1,1
3089,3.3472,-1538038.74999998,3132641652443.32,0.149082084275003,0.149082084275003,7.94197879254296e+18,3132641652443.32,227621.973007631,1,1
3090,3.3478,-1536885.125,3973293441446.27,0.148087375859705,0.148087375859705,7.8939433041278e+18,3973293441446.27,228948.701801524,1,1
3091,3.3484,-1537686.375,2882120150212.46,0.147001967437805,0.147001967437805,7.8410499497793e+18,2882120150212.46,230079.113404578,1,1
3092,3.349,-1537755.43749994,3897585584739.16,0.145971524649615,0.145971524649615,7.79103724545949e+18,3897585584739.16,231111.680610684,1,1
3093,3.3496,-1538305.74999999,3885833689341.63,0.144975244967377,0.144975244967377,7.74250744720858e+18,3885833689341.63,232144.247816792,1,1
3094,3.3502,-1538675.5625,2770347060463.63,0.144125262482531,0.144125262482531,7.69934378883237e+18,2770347060463.63,232518.058514288,1,1
3095,3.3508,-1538115.6875,4226320538803.3,0.14331502237172,0.14331502237172,7.65720429543374e+18,4226320538803.3,231589.319771431,1,1
3096,3.3514,-1541447.12499999,2478695673265.27,0.142551719739937,0.142551719739937,7.61627438559222e+18,2478695673265.27,230660.581028574,1,1
3097,3.352,-1538511.18749993,3207017455944.27,0.141734630980986,0.141734630980986,7.57449563824835e+18,3207017455944.27,229731.842285717,1,1
3098,3.3526,-1539522.74999999,4344956875138.89,0.140900134904577,0.140900134904577,7.53276895252387e+18,4344956875138.89,229924.720152671,1,1
3099,3.3532,-1537784.68750002,3528069781194.83,0.140057182010919,0.140057182010919,7.49256081505074e+18,3528069781194.83,230119.827328244,1,1
3100,3.3538,-1539028.4375,2849643595945.76,0.139285023449947,0.139285023449947,7.45366863773472e+18,2849643595945.76,230314.934503816,1,1
3101,3.3544,-1537834.5625,2483021799014.62,0.138602177443824,0.138602177443824,7.41643664647113e+18,2483021799014.62,228689.458167944,1,1
3102,3.355,-1537854.68750003,3377360229850.11,0.138220331508018,0.138220331508018,7.39137499138677e+18,3377360229850.11,226153.064885502,1,1
3103,3.3556,-1538668.31249999,3567816180460.92,0.137926056610617,0.137926056610617,7.37082343722348e+18,3567816180460.92,223616.671603059,1,1
3104,3.3562,-1539032.56250001,4964213207761.22,0.137745032479984,0.137745032479984,7.36317457904527e+18,4964213207761.22,222911.591588564,1,1
3105,3.3568,-1540683.18749999,2286248056701.39,0.137690704493167,0.137690704493167,7.36529755222194e+18,2286248056701.39,225841.612525709,1,1
3106,3.3574,-1538253.125,1888129529690.18,0.137790432756965,0.137790432756965,7.37930258948383e+18,1888129529690.18,228771.633462849,1,1
3107,3.358,-1540297.06250003,4622810842930.63,0.138372806677959,0.138372806677959,7.41463499593667e+18,4622810842930.63,231701.654399994,1,1
3108,3.3586,-1539977.125,3019978995315.41,0.139138310620345,0.139138310620345,7.45782639915688e+18,3019978995315.41,231350.828091604,1,1
3109,3.3592,-1539738.68750002,3566719587475.26,0.140224846546789,0.140224846546789,7.51358775575965e+18,3566719587475.26,230990.630229008,1,1
3110,3.3598,-1540490.6875,3159494887929.35,0.141330216747164,0.141330216747164,7.57117042621005e+18,3159494887929.35,230630.432366413,1,1
3111,3.3604,-1540200.75,3832770444492.5,0.142457663128662,0.142457663128662,7.63088790974285e+18,3832770444492.5,230008.490503819,1,1
3112,3.361,-1540744.37500001,2233079182579.73,0.143590224267629,0.143590224267629,7.69220804452387e+18,2233079182579.73,229255.076641223,1,1
3113,3.3616,-1540702.18750001,2898783698007.24,0.14471937150164,0.14471937150164,7.75339458963121e+18,2898783698007.24,228501.662778628,1,1
3114,3.3622,-1543219.68749998,3320304210695.12,0.145814600409153,0.145814600409153,7.81065776189266e+18,3320304210695.12,228385.1490687,1,1
3115,3.3628,-1540838.24999997,3442257735076.94,0.146781492978169,0.146781492978169,7.85998318256296e+18,3442257735076.94,229537.782229005,1,1
3116,3.3634,-1539070.75,2542860885979.82,0.147603364817305,0.147603364817305,7.90033890265729e+18,2542860885979.82,230690.41538931,1,1
3117,3.364,-1542261.99999996,2675608279922.33,0.148071242822892,0.148071242822892,7.9247689162031e+18,2675608279922.33,231839.469104762,1,1
3118,3.3646,-1542474.06250002,2959404442813.51,0.148395105286074,0.148395105286074,7.94278675348085e+18,2959404442813.51,231638.741699048,1,1
3119,3.3652,-1543702.49999999,1388821403461.78,0.148417438418899,0.148417438418899,7.94770628707594e+18,1388821403461.78,231438.014293334,1,1
3120,3.3658,-1542072.125,3802244415950.41,0.148467712387939,0.148467712387939,7.95265176121111e+18,3802244415950.41,231237.28688762,1,1
3121,3.3664,-1543797.625,3637071236283.55,0.14855170390322,0.14855170390322,7.95762853903934e+18,3637071236283.55,229763.207480921,1,1
3122,3.367,-1542671.06249999,2266820566742.42,0.148692619433462,0.148692619433462,7.96331956116531e+18,2266820566742.42,227647.045038173,1,1
3123,3.3676,-1542627.875,3333632911650.21,0.148829432374658,0.148829432374658,7.96808456740484e+18,3333632911650.21,225530.882595425,1,1
3124,3.3682,-1543678.25,3498152002620.82,0.148837551111274,0.148837551111274,7.96527759658255e+18,3498152002620.82,224574.180213738,1,1
3125,3.3688,-1544942.18749999,3333561572491.77,0.148739256857833,0.148739256857833,7.95646572783721e+18,3333561572491.77,225936.92879389,1,1
3126,3.3694,-1543936.6875,3154662582967.08,0.148510662556464,0.148510662556464,7.94030101159877e+18,3154662582967.08,227299.677374043,1,1
3127,3.37,-1543108.31250001,3741068941064.84,0.147943852221641,0.147943852221641,7.91079035680429e+18,3741068941064.84,228656.944000004,1,1
3128,3.3706,-1543117.87500001,2948348689801.88,0.147250472619053,0.147250472619053,7.87636770690405e+18,2948348689801.88,226940.275291432,1,1
3129,3.3712,-1542558.00000003,2752072508416.08,0.146267751959662,0.146267751959662,7.83107551189411e+18,2752072508416.08,225223.606582861,1,1
3130,3.3718,-1544008.375,3975237330517.85,0.145273973004324,0.145273973004324,7.78420648945863e+18,3975237330517.85,223506.93787429,1,1
3131,3.3724,-1543200.25,4695753710102.01,0.144266454235464,0.144266454235464,7.7353782759428e+18,4695753710102.01,223830.770442746,1,1
3132,3.373,-1543872.43749999,2925842541140.77,0.143278471135934,0.143278471135934,7.68608492705013e+18,2925842541140.77,225187.515725187,1,1
3133,3.3736,-1543435.31249999,2365743693154.2,0.142288533309583,0.142288533309583,7.63610562557429e+18,2365743693154.2,226544.261007631,1,1
3134,3.3742,-1544198.75,2912428057403.9,0.141248779679035,0.141248779679035,7.58228388338447e+18,2912428057403.9,226991.011297713,1,1
3135,3.3748,-1544302.12499999,2893289232670.47,0.140159004933843,0.140159004933843,7.52523007279642e+18,2893289232670.47,225610.25282443,1,1
3136,3.3754,-1541738.375,3716760260511.69,0.139010838585213,0.139010838585213,7.46440334236178e+18,3716760260511.69,224229.494351148,1,1
3137,3.376,-1545596.37499998,2258455722265.36,0.137941824593922,0.137941824593922,7.40790984044676e+18,2258455722265.36,222849.406412215,1,1
3138,3.3766,-1545883.3125,3372473882164.72,0.136926868974044,0.136926868974044,7.35435029100412e+18,3372473882164.72,222201.050259543,1,1
3139,3.3772,-1545272.93750002,3125902305270.09,0.136201065057046,0.136201065057046,7.31640190168234e+18,3125902305270.09,221552.694106872,1,1
3140,3.3778,-1544547.50000001,2547973157175.02,0.135632502047178,0.135632502047178,7.28711147931128e+18,2547973157175.02,220904.3379542,1,1
3141,3.3784,-1547107.125,3284223171574.32,0.135265114206759,0.135265114206759,7.26889812333592e+18,3284223171574.32,220742.143420952,1,1
3142,3.379,-1544981.06249998,3539944150760.66,0.135242383546405,0.135242383546405,7.26955685578268e+18,3539944150760.66,220820.037638095,1,1
3143,3.3796,-1545275.37499999,3468130381481.65,0.13534771324787,0.13534771324787,7.27733375148019e+18,3468130381481.65,220897.931855238,1,1
3144,3.3802,-1545432.62499998,3375453284889.05,0.135799902854843,0.135799902854843,7.30493131304779e+18,3375453284889.05,220777.829343513,1,1
3145,3.3808,-1546327.31249999,2399236294395.61,0.136367019377201,0.136367019377201,7.3392675066583e+18,2399236294395.61,220258.544091604,1,1
3146,3.3814,-1545420.125,3008760477042.53,0.137072255672418,0.137072255672418,7.3817022237872e+18,3008760477042.53,219739.258839696,1,1
3147,3.382,-1546048.18749998,2205588526186.99,0.137997534958701,0.137997534958701,7.43588165142769e+18,2205588526186.99,219220.018473282,1,1
3148,3.3826,-1544122.68750002,2729759932737.1,0.139000111883042,0.139000111883042,7.49417564950225e+18,2729759932737.1,219583.217984732,1,1
3149,3.3832,-1546274.18749998,3378572710955.04,0.140067805737603,0.140067805737603,7.55589208147475e+18,3378572710955.04,219946.417496182,1,1
3150,3.3838,-1545113.18750001,3193164979255.3,0.141111416065609,0.141111416065609,7.61530317074999e+18,3193164979255.3,220309.617007633,1,1
3151,3.3844,-1546583.125,2660684408663.45,0.142129829977734,0.142129829977734,7.67230238844099e+18,2660684408663.45,219316.373302861,1,1
3152,3.385,-1549903.74999996,2380452971544.36,0.142979681936792,0.142979681936792,7.71866734729246e+18,2380452971544.36,217650.635428574,1,1
3153,3.3856,-1547115.375,2525402483437.24,0.143738213801602,0.143738213801602,7.75982869810364e+18,2525402483437.24,215984.89755429,1,1
3154,3.3862,-1546810.43750001,4046058744928.3,0.144132476612475,0.144132476612475,7.78269482792957e+18,4046058744928.3,216094.881587779,1,1
3155,3.3868,-1547038.12500001,3840390858163.98,0.144336759144674,0.144336759144674,7.79589322572191e+18,3840390858163.98,219798.916274801,1,1
3156,3.3874,-1547754.3125,2995719552737.79,0.144299829184146,0.144299829184146,7.7968167823618e+18,2995719552737.79,223502.950961824,1,1
3157,3.388,-1547926.50000002,3741087431895.66,0.143946518673854,0.143946518673854,7.78092405697947e+18,3741087431895.66,227206.985648846,1,1
3158,3.3886,-1547262.1875,3381665759888.7,0.143463348837698,0.143463348837698,7.75812417057066e+18,3381665759888.7,227554.908702289,1,1
3159,3.3892,-1548070.9375,2455000536764.15,0.142677358819143,0.142677358819143,7.71919564445562e+18,2455000536764.15,227900.09832061,1,1
3160,3.3898,-1549501.06249998,2944683191648.2,0.141777244689266,0.141777244689266,7.67251056721284e+18,2944683191648.2,228245.28793893,1,1
3161,3.3904,-1551813.49999998,2460800278578.6,0.140741012507981,0.140741012507981,7.61657410029496e+18,2460800278578.6,227073.333984737,1,1
3162,3.391,-1547244.93750005,3833492916504.98,0.139717649463436,0.139717649463436,7.55880696602152e+18,3833492916504.98,225146.275419852,1,1
3163,3.3916,-1547643.81250001,4017720258940.07,0.138697677699768,0.138697677699768,7.50118279338306e+18,4017720258940.07,223219.216854966,1,1
3164,3.3922,-1549426.62499998,2429358093590.23,0.137680921055784,0.137680921055784,7.4472530479312e+18,2429358093590.23,222138.413897142,1,1
3165,3.3928,-1550130.75,1636815763225.51,0.136609671315876,0.136609671315876,7.39189406255117e+18,1636815763225.51,222728.61238857,1,1
3166,3.3934,-1548111.37500001,3056355274077.3,0.135468990057601,0.135468990057601,7.33471403366746e+18,3056355274077.3,223318.810879999,1,1
3167,3.394,-1548667.00000001,3247365193233.34,0.134413582590913,0.134413582590913,7.2797623432073e+18,3247365193233.34,223909.009371427,1,1
3168,3.3946,-1550036.31249998,2065850281922.09,0.13340653982777,0.13340653982777,7.22646373646296e+18,2065850281922.09,225695.979969462,1,1
3169,3.3952,-1548624.81250003,2815051808790.46,0.132582976408727,0.132582976408727,7.18078890286319e+18,2815051808790.46,227484.962687019,1,1
3170,3.3958,-1549728.93749999,4114089557304.07,0.131851886070604,0.131851886070604,7.13887934863334e+18,4114089557304.07,229273.945404576,1,1
3171,3.3964,-1549964.625,3609480894786.67,0.131231475348879,0.131231475348879,7.10147639970027e+18,3609480894786.67,228985.311694659,1,1
3172,3.397,-1548723.43750004,2422358320406.97,0.130798620677765,0.130798620677765,7.07240702298299e+18,2422358320406.97,227658.582900767,1,1
3173,3.3976,-1549257.4375,2711652204369.46,0.13044939771942,0.13044939771942,7.04770353871572e+18,2711652204369.46,226331.854106873,1,1
3174,3.3982,-1549185.625,2677566863140.19,0.130308741814862,0.130308741814862,7.03715661719204e+18,2677566863140.19,225785.531946665,1,1
3175,3.3988,-1549549.06250001,2408722429298.69,0.130331912310716,0.130331912310716,7.03674721576009e+18,2408722429298.69,226786.173043807,1,1
3176,3.3994,-1549018.25000001,2535533750776.66,0.130554042278977,0.130554042278977,7.04864935656976e+18,2535533750776.66,227786.81414095,1,1
3177,3.4,-1549115.12500006,3140173582243.05,0.131150330836013,0.131150330836013,7.07998533077467e+18,3140173582243.05,228787.455238093,1,1
3178,3.4006,-1552082.68750001,4466687673421.04,0.131892514683964,0.131892514683964,7.11889452994645e+18,4466687673421.04,227173.231755728,1,1
3179,3.4012,-1551520.87500002,1967290405234.25,0.133012109865286,0.133012109865286,7.17737287038788e+18,1967290405234.25,225552.34137405,1,1
3180,3.4018,-1550278.00000002,2471461353083.37,0.134304622988708,0.134304622988708,7.24623328632753e+18,2471461353083.37,223931.45099237,1,1
3181,3.4024,-1551824.24999999,1757227150960.76,0.135815780995519,0.135815780995519,7.32822124507208e+18,1757227150960.76,223495.944977099,1,1
3182,3.403,-1551613.12500003,2888115813677.1,0.137507657937416,0.137507657937416,7.42169121102282e+18,2888115813677.1,223655.032366412,1,1
3183,3.4036,-1551393.25,3086689019295.31,0.139247317242877,0.139247317242877,7.51778834552498e+18,3086689019295.31,223814.119755725,1,1
3184,3.4042,-1552249.06250001,4186932528660.03,0.140971657589295,0.140971657589295,7.61044067024213e+18,4186932528660.03,223531.487450384,1,1
3185,3.4048,-1552982.43749998,3288092646815.17,0.142544150078125,0.142544150078125,7.69332516490972e+18,3288092646815.17,222369.849343513,1,1
3186,3.4054,-1551560.62500001,2947073160679.78,0.143965749398067,0.143965749398067,7.76650324124011e+18,2947073160679.78,221208.211236644,1,1
3187,3.406,-1550864.125,2706179537745.27,0.145057785263455,0.145057785263455,7.82599952009564e+18,2706179537745.27,220049.911619048,1,1
3188,3.4066,-1552167.25,2568992135209.34,0.145986271097606,0.145986271097606,7.87833553650909e+18,2568992135209.34,220019.952304762,1,1
3189,3.4072,-1551864.24999998,3055231848056.37,0.146328804566665,0.146328804566665,7.90323731581146e+18,3055231848056.37,219989.992990476,1,1
3190,3.4078,-1551371.31250006,1960107406891.24,0.146369634570461,0.146369634570461,7.91115181362804e+18,1960107406891.24,219960.033676191,1,1
3191,3.4084,-1551404.68750001,2868290153620.59,0.146037371501265,0.146037371501265,7.89805946935952e+18,2868290153620.59,220736.568366409,1,1
3192,3.409,-1552043.93749997,3137211705854.21,0.145387896675716,0.145387896675716,7.86672935534251e+18,3137211705854.21,221919.218015265,1,1
3193,3.4096,-1553314.3125,1948349128920.81,0.144594216831658,0.144594216831658,7.82662753956868e+18,1948349128920.81,223101.867664119,1,1
3194,3.4102,-1553266.12499997,2260898423097.43,0.143401885573119,0.143401885573119,7.75992746937963e+18,2260898423097.43,223576.58903817,1,1
3195,3.4108,-1552259.3125,2270026047517.5,0.141895024392036,0.141895024392036,7.67392438360425e+18,2270026047517.5,222637.072946567,1,1
3196,3.4114,-1551559.50000001,2375351112452.97,0.140031943420805,0.140031943420805,7.56605973341629e+18,2375351112452.97,221697.556854964,1,1
3197,3.412,-1553984.4999999,3143593733057.51,0.137857090360139,0.137857090360139,7.44916158952924e+18,3143593733057.51,220758.931657144,1,1
3198,3.4126,-1554311.5,3242638422185.91,0.135609841481279,0.135609841481279,7.33138512648745e+18,3242638422185.91,220246.627382858,1,1
3199,3.4132,-1553738.93749999,2223781153970.89,0.133438971366247,0.133438971366247,7.22490534474855e+18,2223781153970.89,219734.323108572,1,1
3200,3.4138,-1553684.00000001,2388072363069.47,0.131396838208717,0.131396838208717,7.1227929840594e+18,2388072363069.47,219222.018834287,1,1
3201,3.4144,-1554446.49999999,1430846678176.32,0.129510409293676,0.129510409293676,7.0259629137037e+18,1430846678176.32,218362.149007636,1,1
3202,3.415,-1553536.5625,3990670750493.38,0.127837342654659,0.127837342654659,6.93707816837366e+18,3990670750493.38,217326.580152674,1,1
3203,3.4156,-1554245.0625,4937224028296.38,0.126307902336761,0.126307902336761,6.85530124474514e+18,4937224028296.38,216291.011297712,1,1
3204,3.4162,-1554896.81249992,2359977804470.94,0.125159316248926,0.125159316248926,6.79617894254048e+18,2359977804470.94,216171.266442744,1,1
3205,3.4168,-1554449.25000002,2826310955496.8,0.124133202614653,0.124133202614653,6.74467513450252e+18,2826310955496.8,217888.209587782,1,1
3206,3.4174,-1555955.625,2338839848747.96,0.123261311049594,0.123261311049594,6.70276483015057e+18,2338839848747.96,219605.152732821,1,1
3207,3.418,-1555705.6875,2469612390000.06,0.12287843957282,0.12287843957282,6.683694228216e+18,2469612390000.06,221319.736183207,1,1
3208,3.4186,-1554222.5625,2484813818460.88,0.122662481231441,0.122662481231441,6.6724389402898e+18,2484813818460.88,221103.617465649,1,1
3209,3.4192,-1554150.6875,2585608541309.1,0.122942559497243,0.122942559497243,6.68447517877028e+18,2585608541309.1,220887.498748092,1,1
3210,3.4198,-1554804.1875,4164709861951.13,0.12344030651107,0.12344030651107,6.70920525160017e+18,4164709861951.13,220671.380030535,1,1
3211,3.4204,-1554769.74999999,2119775411471.33,0.124195551516212,0.124195551516212,6.74895188917224e+18,2119775411471.33,220602.006430476,1,1
3212,3.421,-1555065.625,2196533540093.47,0.125255932326133,0.125255932326133,6.80666503786264e+18,2196533540093.47,220605.002361905,1,1
3213,3.4216,-1554691.25000001,3608863243427.29,0.126419681147877,0.126419681147877,6.87050712356808e+18,3608863243427.29,220607.998293333,1,1
3214,3.4222,-1556368.43749999,2291148284016.15,0.127789347574234,0.127789347574234,6.94680514072832e+18,2291148284016.15,220572.147358779,1,1
3215,3.4228,-1555707.81250002,3804352692896.5,0.129148708109336,0.129148708109336,7.02316708539781e+18,3804352692896.5,220458.08470229,1,1
3216,3.4234,-1557690.81249998,3224522118789.34,0.130496011056504,0.130496011056504,7.099603823362e+18,3224522118789.34,220344.022045802,1,1
3217,3.424,-1556112.56249999,3263396764725.06,0.131901972372807,0.131901972372807,7.17840424131338e+18,3263396764725.06,220229.731755727,1,1
3218,3.4246,-1555866.125,3037779592399.27,0.133322328619869,0.133322328619869,7.25763475738902e+18,3037779592399.27,219476.317893131,1,1
3219,3.4252,-1556509.74999998,2379423794359.69,0.134723472380802,0.134723472380802,7.3349551760678e+18,2379423794359.69,218722.904030536,1,1
3220,3.4258,-1554539.81250001,2857084103498.45,0.135973146995969,0.135973146995969,7.40345907304829e+18,2857084103498.45,217969.49016794,1,1
3221,3.4264,-1556169.0625,3030210739704.53,0.137028590002219,0.137028590002219,7.46065738574079e+18,3030210739704.53,217569.712,1,1
3222,3.427,-1556359.8125,3771170471994.2,0.137610579654278,0.137610579654278,7.49113158407489e+18,3771170471994.2,217345.017142858,1,1
3223,3.4276,-1555839.5625,2842809350202.29,0.138008595020672,0.138008595020672,7.51121072819568e+18,2842809350202.29,217120.322285715,1,1
3224,3.4282,-1557936.31250002,3750491730274.01,0.137934421104785,0.137934421104785,7.50455882966243e+18,3750491730274.01,217895.966900757,1,1
3225,3.4288,-1558376.43749998,1468894604557.52,0.137624068143693,0.137624068143693,7.48461693774617e+18,1468894604557.52,220693.503633583,1,1
3226,3.4294,-1557466.81250001,3981322419618.76,0.137014216481971,0.137014216481971,7.44782200221586e+18,3981322419618.76,223491.040366405,1,1
3227,3.43,-1560087.99999999,3192078384806.54,0.136095297750417,0.136095297750417,7.39698683875907e+18,3192078384806.54,226288.577099231,1,1
3228,3.4306,-1558865.375,2908840028803.35,0.135081405974452,0.135081405974452,7.3420821155592e+18,2908840028803.35,224222.915847333,1,1
3229,3.4312,-1558336.06250006,1808086286132.55,0.133977721556426,0.133977721556426,7.28496876957582e+18,1808086286132.55,222154.779786264,1,1
3230,3.4318,-1561270.43749994,3852684022933.69,0.132928744720412,0.132928744720412,7.22948831294668e+18,3852684022933.69,220086.643725196,1,1
3231,3.4324,-1558507.43750001,3371175717866.42,0.131944938465244,0.131944938465244,7.17595304094751e+18,3371175717866.42,218920.788580154,1,1
3232,3.433,-1559938.93749999,3061043055766.35,0.131050810312761,0.131050810312761,7.12528099953315e+18,3061043055766.35,218203.394503818,1,1
3233,3.4336,-1557957.0625,3339858167352.3,0.130182320648128,0.130182320648128,7.07580536946902e+18,3339858167352.3,217486.000427483,1,1
3234,3.4342,-1559378.87499999,2498042559985.49,0.129327871088608,0.129327871088608,7.0295886187574e+18,2498042559985.49,216660.192274288,1,1
3235,3.4348,-1558200.25000003,3189367882690.61,0.128504250036045,0.128504250036045,6.98614550770548e+18,3189367882690.61,215620.604068574,1,1
3236,3.4354,-1559566.93749997,2485632061677.63,0.127717892362025,0.127717892362025,6.94605498147776e+18,2485632061677.63,214581.015862859,1,1
3237,3.436,-1559751.875,3333766160393.41,0.127074507016897,0.127074507016897,6.91358639114969e+18,3333766160393.41,213541.427657145,1,1
3238,3.4366,-1559878.5625,3184670479322.61,0.126483505311778,0.126483505311778,6.88390859535012e+18,3184670479322.61,213162.311633589,1,1
3239,3.4372,-1561008.06249997,2741844021305.31,0.126009172344021,0.126009172344021,6.86043655466819e+18,2741844021305.31,212784.103877863,1,1
3240,3.4378,-1559588.93750001,3319527614386.1,0.125638564869286,0.125638564869286,6.84064211855909e+18,3319527614386.1,212405.896122138,1,1
3241,3.4384,-1560077.4375,2630293628105.53,0.12538881740142,0.12538881740142,6.82513279405546e+18,2630293628105.53,212778.615847327,1,1
3242,3.439,-1559481,3129748445206.04,0.125435916461616,0.125435916461616,6.82269534374551e+18,3129748445206.04,213526.026412212,1,1
3243,3.4396,-1560172.3125,2283828067715.95,0.125587831613802,0.125587831613802,6.82582122492323e+18,2283828067715.95,214273.436977098,1,1
3244,3.4402,-1560821.93749997,3339114964050,0.125985337094371,0.125985337094371,6.84784657083254e+18,3339114964050,214663.416899048,1,1
3245,3.4408,-1560452.12500003,3303677706646.58,0.126485999318652,0.126485999318652,6.8779576865329e+18,3303677706646.58,214345.84816762,1,1
3246,3.4414,-1560385.93750001,2216042336812.98,0.127111786293389,0.127111786293389,6.91787649769695e+18,2216042336812.98,214028.279436191,1,1
3247,3.442,-1560750.06249999,2450429879502.14,0.127953567166014,0.127953567166014,6.9690721650785e+18,2450429879502.14,213710.710704763,1,1
3248,3.4426,-1558183.375,3631726288232.98,0.128872681738267,0.128872681738267,7.02428229997626e+18,3631726288232.98,215396.146320607,1,1
3249,3.4432,-1560946.62499999,2840968403180.31,0.129918700894052,0.129918700894052,7.08593884656983e+18,2840968403180.31,217086.074625951,1,1
3250,3.4438,-1563002.43749996,2671495472708.03,0.130926410295103,0.130926410295103,7.14485143230914e+18,2671495472708.03,218776.002931294,1,1
3251,3.4444,-1562139.99999999,2362037605975.85,0.131894686952035,0.131894686952035,7.20093962235638e+18,2362037605975.85,218564.047389316,1,1
3252,3.445,-1564330.74999999,3791847855541.83,0.132677742423945,0.132677742423945,7.24575089753307e+18,3791847855541.83,217399.407633591,1,1
3253,3.4456,-1562186.1875,3494606118996.43,0.133389699274346,0.133389699274346,7.28622244302769e+18,3494606118996.43,216234.767877865,1,1
3254,3.4462,-1561733.99999998,3184685812056.45,0.133861310269509,0.133861310269509,7.31198696331045e+18,3184685812056.45,214545.345645722,1,1
